loss,mae,val_loss,val_mae,learning_rate
0.1289684921503067,0.25024494528770447,0.10979302227497101,0.2777530550956726,0.0010000000474974513
0.02888495847582817,0.12905436754226685,0.101782888174057,0.26776885986328125,0.0010000000474974513
0.021763719618320465,0.11256445199251175,0.0984182208776474,0.2587184011936188,0.0010000000474974513
0.018866294994950294,0.1044364869594574,0.09348311275243759,0.2520935833454132,0.0010000000474974513
0.015338012017309666,0.0951714813709259,0.11707396060228348,0.28246429562568665,0.0010000000474974513
0.013454638421535492,0.08914124965667725,0.09447038173675537,0.24961496889591217,0.0010000000474974513
0.012684102170169353,0.08634398877620697,0.09389685094356537,0.2497195601463318,0.0010000000474974513
0.011287162080407143,0.08182992786169052,0.0787728950381279,0.2250378578901291,0.0005000000237487257
0.010556899011135101,0.07869549840688705,0.10398466885089874,0.25865858793258667,0.0005000000237487257
0.00992974080145359,0.07615656405687332,0.07048408687114716,0.21107600629329681,0.0005000000237487257
0.009980516508221626,0.07648725807666779,0.08472733199596405,0.2344331592321396,0.0005000000237487257
0.009723436087369919,0.07530701905488968,0.09001258760690689,0.24450819194316864,0.0005000000237487257
0.008944075554609299,0.0722060278058052,0.06845199316740036,0.20830531418323517,0.0005000000237487257
0.009100888855755329,0.07316619157791138,0.079044409096241,0.22514669597148895,0.0005000000237487257
0.008423978462815285,0.07078062742948532,0.09901053458452225,0.25404611229896545,0.0005000000237487257
0.00859805103391409,0.07150337845087051,0.09155073761940002,0.24351418018341064,0.0005000000237487257
0.00798459816724062,0.0680384561419487,0.09555859118700027,0.2490130066871643,0.0002500000118743628
0.007873453199863434,0.06748106330633163,0.08330981433391571,0.2324933558702469,0.0002500000118743628
