loss,mae,val_loss,val_mae,learning_rate
0.11136048287153244,0.23585201799869537,0.03991943225264549,0.17441457509994507,0.0010000000474974513
0.023744216188788414,0.11843541264533997,0.04242295026779175,0.18173901736736298,0.0010000000474974513
0.0183288361877203,0.10371919721364975,0.0363834947347641,0.16704817116260529,0.0010000000474974513
0.017151184380054474,0.10041090101003647,0.060217615216970444,0.2233261615037918,0.0010000000474974513
0.014137710444629192,0.09118644148111343,0.046560242772102356,0.19368690252304077,0.0010000000474974513
0.012528162449598312,0.08488699048757553,0.036554206162691116,0.1697673201560974,0.0010000000474974513
0.011481517925858498,0.08141479641199112,0.03137735649943352,0.15803733468055725,0.0005000000237487257
0.01050681434571743,0.07751049101352692,0.03522259369492531,0.16608908772468567,0.0005000000237487257
0.010310032404959202,0.07718116790056229,0.027332521975040436,0.14637190103530884,0.0005000000237487257
0.01006770133972168,0.07706757634878159,0.037209492176771164,0.17152605950832367,0.0005000000237487257
0.009683001786470413,0.07559684664011002,0.028446504846215248,0.14966505765914917,0.0005000000237487257
0.009135812520980835,0.07166127115488052,0.031771108508110046,0.1575567126274109,0.0005000000237487257
0.009004614315927029,0.07165327668190002,0.032787661999464035,0.16088849306106567,0.0002500000118743628
0.008549685589969158,0.07023049890995026,0.03070613369345665,0.1546139121055603,0.0002500000118743628
